Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
More than 10 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,2,4,4,4,4,4,4,2,4,1,3,4,4,2.0,0,0,European
1-2 years,2,House in a subdivision,Periurban,0,1,1,4,4,4,5,2,5,4,1,1,1,1,1,4,3,3.0,0,0,Sphynx
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,3,3,2,4,5,4,4,3,2,2,2,2,2,3,3,2.0,0,0,Savannah
1-2 years,1,House in a subdivision,Periurban,2,2,4,4,2,5,4,5,4,3,3,2,4,2,4,3,4,3.0,1,1,NoBreed
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,2,4,3,3,4,4,2,1,1,1,2,2,4,1.0,0,0,Bengal
2-10 years,2,Individual house zone,Periurban,3,2,2,2,1,4,4,4,4,2,3,1,4,3,2,3,2,3.0,1,2,Siamese
2-10 years,3,Apartment without balcony,Periurban,1,1,4,4,4,5,5,4,5,1,2,1,1,1,2,2,2,1.4094116521912405,0,0,Persian
2-10 years,5,House in a subdivision,Periurban,0,2,2,4,1,4,3,4,5,5,2,1,1,1,1,3,2,2.71903681040777,0,0,MaineCoon
2-10 years,2,House in a subdivision,Urban,2,2,1,5,1,5,1,5,5,5,5,1,1,1,1,1,1,3.0,1,1,NoBreed
More than 10 years,2,House in a subdivision,Periurban,0,1,2,3,2,4,4,4,5,4,2,1,3,2,2,4,2,2.8370789907030294,0,0,TurkishAngora
Less than 1 year,1,House in a subdivision,Rural,0,2,1,4,1,5,4,4,4,5,2,1,2,1,1,4,3,1.7885972112245307,0,0,Sphynx
2-10 years,4,Individual house zone,Periurban,0,2,1,1,1,5,5,4,4,5,2,4,5,5,5,5,3,1.0,0,0,Savannah
1-2 years,1,Individual house zone,Periurban,2,2,1,4,4,4,5,4,5,4,2,1,3,3,1,4,3,3.0,1,2,Chartreux
2-10 years,3,Individual house zone,Rural,3,2,1,4,1,5,5,5,5,5,1,1,1,2,1,3,3,3.0,2,4,NoBreed
Less than 1 year,2,Apartment without balcony,Rural,0,1,1,3,1,4,4,4,4,4,2,2,4,3,3,4,2,2.370222077003847,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Rural,2,3,3,3,4,5,4,4,4,3,2,1,2,3,3,2,4,1.8259207657998966,0,0,TurkishAngora
2-10 years,2,Apartment without balcony,Rural,0,2,3,4,2,4,4,4,3,3,3,1,4,4,1,5,1,1.4950799112067503,0,0,BritishShorthair
2-10 years,1,Individual house zone,Rural,0,2,1,1,1,4,2,2,3,1,3,4,4,4,4,1,3,3.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,2,1,3,3,3,3,2,3,3,2,2,1,3,3,2,3,3,3.0,1,1,Ragdoll
Less than 1 year,1,House in a subdivision,Rural,2,2,1,3,1,4,3,4,4,2,3,2,4,3,3,2,4,3.0,3,3,Chartreux
1-2 years,1,House in a subdivision,Periurban,1,3,3,4,3,5,4,5,4,2,3,1,1,1,1,1,3,2.047351361961283,0,0,BritishShorthair
2-10 years,4,House in a subdivision,Periurban,1,1,2,5,1,4,2,3,4,5,2,1,1,1,1,4,3,2.598069086390758,0,0,Birman
2-10 years,1,Individual house zone,Periurban,0,2,2,4,3,4,3,3,5,5,4,1,1,3,3,3,4,3.0,0,0,Birman
2-10 years,2,Individual house zone,Rural,0,2,1,1,4,5,5,5,5,4,1,4,3,4,4,2,4,3.0,0,0,Bengal
2-10 years,2,Individual house zone,Rural,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,3.0,0,0,Chartreux
2-10 years,2,House in a subdivision,Periurban,3,1,1,4,1,4,4,4,1,1,4,1,3,2,2,3,3,2.3412166332892825,4,3,Persian
2-10 years,1,Individual house zone,Periurban,3,1,4,3,3,4,4,3,2,2,3,1,2,3,1,4,2,2.0,2,2,BritishShorthair
2-10 years,5,House in a subdivision,Rural,0,2,1,3,1,3,1,2,3,3,1,1,1,1,1,2,3,2.1552402459307123,0,0,Sphynx
2-10 years,1,Apartment without balcony,Urban,0,2,1,2,1,2,2,2,3,2,1,1,1,1,1,2,1,2.4792789285762873,0,0,Chartreux
1-2 years,3,Individual house zone,Rural,2,2,1,4,1,5,4,5,4,4,3,2,4,2,2,3,3,3.0,2,4,Chartreux
1-2 years,3,Apartment with balcony or terrace,Rural,1,2,2,1,1,4,4,5,4,4,2,2,3,2,4,2,2,1.8764440758752938,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2.24096415446115,1,1,Chartreux
2-10 years,4,House in a subdivision,Periurban,0,2,3,4,1,4,4,4,4,4,2,1,4,3,5,4,3,3.0,0,0,NoBreed
1-2 years,1,Apartment without balcony,Periurban,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,2.0,0,0,MaineCoon
2-10 years,5,Individual house zone,Rural,0,2,1,4,4,4,4,5,5,4,4,3,4,4,4,4,1,3.0,0,0,BritishShorthair
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,2,4,2,3,4,2,4,3,1,1,2,2,1,3,2,1.2357920939592097,1,0,TurkishAngora
1-2 years,1,Apartment without balcony,Urban,0,3,1,4,4,5,5,5,5,5,1,1,1,2,3,4,4,2.0,0,0,Sphynx
2-10 years,1,House in a subdivision,Rural,0,2,2,2,2,5,3,4,5,4,3,2,3,1,3,4,4,2.98651524879298,0,0,Bengal
1-2 years,2,Individual house zone,Periurban,0,1,3,4,1,3,2,3,4,2,2,2,1,1,2,2,3,3.0,0,0,Ragdoll
1-2 years,1,Apartment without balcony,Periurban,0,3,1,2,1,5,5,5,5,4,1,1,2,1,1,4,4,2.3503533510076315,0,0,Sphynx
Less than 1 year,1,Apartment without balcony,Urban,0,2,3,3,3,4,4,4,4,3,3,1,2,3,3,4,3,2.2475399556033753,0,0,Chartreux
2-10 years,2,Apartment without balcony,Urban,0,2,4,2,3,4,3,2,5,4,1,1,2,1,1,4,3,3.0,0,0,Ragdoll
Less than 1 year,1,Individual house zone,Rural,0,2,1,5,1,5,4,5,5,5,1,1,1,1,1,3,3,2.0112712180445573,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Periurban,2,2,2,3,3,5,4,4,4,3,1,1,1,1,1,4,2,2.465544108742753,1,0,Siamese
2-10 years,5,Individual house zone,Rural,0,2,2,2,2,2,2,2,3,3,3,1,1,3,1,1,3,3.0,0,0,Persian
2-10 years,1,House in a subdivision,Periurban,2,2,2,5,5,5,4,3,5,5,4,1,1,1,1,3,1,2.0,0,1,European
1-2 years,2,Apartment with balcony or terrace,Rural,3,1,4,2,3,5,5,5,2,1,4,1,2,4,2,4,2,3.0,1,1,Siamese
Less than 1 year,3,Apartment without balcony,Rural,1,2,4,3,4,4,4,4,4,4,5,2,3,4,4,1,3,2.733501606629118,0,0,Siamese
2-10 years,1,House in a subdivision,Periurban,2,2,4,3,2,5,5,4,3,2,4,1,5,4,1,3,1,3.0,1,2,Siamese
Less than 1 year,4,House in a subdivision,Rural,1,2,1,2,1,3,1,3,3,3,1,1,2,1,2,2,2,2.9645204722702085,0,0,Chartreux
1-2 years,2,Individual house zone,Rural,2,2,1,1,1,4,3,4,5,5,1,1,1,1,1,5,4,3.0,2,3,NoBreed
1-2 years,3,Apartment with balcony or terrace,Rural,1,2,1,2,1,4,3,3,4,4,1,2,2,1,2,4,4,2.0,0,0,Bengal
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,2,3,3,4,4,4,4,2,3,2,2,2,1,4,3,1.7322718071846452,0,0,Savannah
Less than 1 year,2,Individual house zone,Rural,3,1,1,1,1,5,5,5,4,1,5,5,5,5,3,2,1,3.0,3,3,European
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,2,2,2,4,4,4,4,4,2,3,3,2,3,3,2,1.544856314963844,0,0,TurkishAngora
More than 10 years,2,House in a subdivision,Rural,3,2,3,4,2,4,4,4,3,3,3,3,4,4,3,3,2,3.0,2,2,NoBreed
1-2 years,5,Individual house zone,Rural,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2.0,0,1,Persian
2-10 years,4,House in a subdivision,Periurban,2,2,4,4,4,5,4,4,5,4,4,3,3,3,4,4,4,3.0,2,4,European
2-10 years,2,Individual house zone,Periurban,1,1,3,4,2,4,3,3,4,4,2,1,1,1,1,3,3,3.0,0,0,Birman
2-10 years,1,Individual house zone,Rural,0,2,1,4,3,4,4,4,4,4,1,1,1,3,3,4,3,3.0,0,0,Ragdoll
1-2 years,1,House in a subdivision,Periurban,0,2,1,3,2,3,2,4,3,4,1,1,2,1,1,4,3,2.184370920678963,0,0,Ragdoll
2-10 years,1,House in a subdivision,Periurban,2,2,2,4,3,4,4,4,4,4,3,1,4,4,2,3,3,2.573150849257389,1,1,NoBreed
1-2 years,2,House in a subdivision,Rural,0,1,2,5,2,4,3,4,4,3,3,1,3,1,1,2,1,2.5197739485560176,0,0,Bengal
1-2 years,2,Apartment with balcony or terrace,Periurban,0,2,3,4,1,4,2,2,4,2,3,2,2,1,1,3,3,2.6574757428214566,0,0,NoBreed
2-10 years,1,Apartment without balcony,Urban,1,2,1,5,2,4,5,5,3,3,3,1,4,2,2,3,3,2.0,0,0,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,2,1,4,1,4,4,4,5,4,2,1,2,1,2,4,2,2.0,0,1,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,2,4,2,4,4,4,5,4,3,1,2,3,3,4,3,1.4194116497219564,0,0,Persian
2-10 years,1,House in a subdivision,Rural,0,2,3,5,2,4,4,4,5,3,3,1,3,1,2,3,2,2.8631143699311927,0,0,Bengal
1-2 years,1,House in a subdivision,Periurban,0,1,2,2,1,2,2,1,2,3,2,1,1,1,1,3,2,2.8337166312439206,0,0,Persian
1-2 years,5,House in a subdivision,Rural,0,2,1,4,1,5,4,4,5,5,1,1,1,1,1,1,1,2.0,0,0,MaineCoon
1-2 years,2,House in a subdivision,Rural,2,2,3,1,4,4,4,4,4,4,1,3,4,1,3,1,4,2.9272369936358063,0,2,MaineCoon
1-2 years,5,House in a subdivision,Periurban,0,2,2,3,2,5,5,5,4,3,3,2,3,3,3,3,3,2.580272683073878,0,0,Bengal
Less than 1 year,4,Individual house zone,Rural,0,2,1,2,1,5,5,5,5,2,1,1,1,1,1,1,1,2.901158010490989,0,0,Birman
2-10 years,1,Apartment without balcony,Rural,0,2,1,3,1,5,4,5,5,5,3,1,2,1,3,3,2,2.1106090838711555,0,2,TurkishAngora
2-10 years,5,House in a subdivision,Periurban,0,2,1,3,1,4,3,3,4,3,3,1,2,2,2,4,3,2.0,0,0,MaineCoon
2-10 years,4,Apartment without balcony,Rural,0,2,1,3,1,2,1,3,3,3,1,1,1,1,1,2,3,3.0,0,0,Sphynx
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,4,1,4,4,4,5,4,1,1,2,1,2,4,2,2.0,0,0,TurkishAngora
1-2 years,4,House in a subdivision,Rural,2,2,2,4,1,4,5,5,4,3,1,1,1,1,1,5,4,3.0,0,0,MaineCoon
1-2 years,1,Apartment without balcony,Rural,0,2,2,4,4,3,4,3,5,5,1,1,1,4,1,4,4,2.0921813470153596,0,0,Chartreux
Less than 1 year,4,House in a subdivision,Rural,0,1,1,1,1,2,1,1,4,4,2,1,1,1,1,2,2,1.915162285914808,0,0,MaineCoon
2-10 years,1,House in a subdivision,Rural,1,2,1,4,2,4,5,3,4,4,2,1,2,3,1,4,1,2.8430223172838063,0,0,BritishShorthair
2-10 years,5,House in a subdivision,Urban,2,2,1,4,1,4,3,3,4,4,1,3,3,1,1,3,2,1.8636285244132302,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Rural,0,3,2,3,3,5,4,3,4,3,2,1,1,2,1,3,3,2.0,0,0,Savannah
More than 10 years,1,Apartment with balcony or terrace,Periurban,1,2,5,4,3,4,3,5,5,2,2,4,3,3,4,4,2,1.0,0,0,European
2-10 years,1,Apartment without balcony,Urban,0,2,2,3,2,4,4,4,4,3,3,1,2,3,3,4,3,2.7154909070992743,0,0,Chartreux
1-2 years,1,Individual house zone,Periurban,0,2,2,5,2,5,4,4,4,4,3,1,2,2,3,3,2,3.0,0,0,BritishShorthair
2-10 years,3,Individual house zone,Rural,2,1,2,3,1,5,4,4,4,3,2,2,3,2,2,4,2,3.0,1,0,Bengal
Less than 1 year,3,House in a subdivision,Periurban,2,2,1,4,2,4,4,4,5,4,2,1,3,3,2,4,2,3.0,0,0,Chartreux
2-10 years,1,Apartment without balcony,Periurban,0,2,3,4,2,4,4,4,4,3,2,1,1,1,1,4,4,1.7726043791228874,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Urban,1,2,2,4,3,4,4,3,4,3,1,1,1,1,1,5,5,2.0,0,0,Birman
2-10 years,2,Apartment without balcony,Rural,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5701519195955047,0,0,TurkishAngora
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,4,1,4,4,4,4,4,3,2,2,2,3,3,3,2.5397326187599427,0,1,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,2,2,5,4,4,4,4,2,1,1,1,2,3,4,2.0,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Rural,1,1,2,4,3,4,4,4,2,2,3,1,1,2,2,4,3,2.0,0,1,BritishShorthair
More than 10 years,1,Individual house zone,Periurban,1,1,4,5,5,2,4,2,3,2,3,1,1,5,4,2,4,3.0,0,0,NoBreed
2-10 years,1,Individual house zone,Periurban,0,2,3,1,1,5,5,4,4,1,1,4,4,5,4,4,3,2.6504015348311363,2,0,Savannah
2-10 years,1,Apartment with balcony or terrace,Rural,1,3,2,2,3,5,3,3,4,2,1,1,2,2,1,3,2,2.9089979089486695,0,0,BritishShorthair
1-2 years,3,House in a subdivision,Rural,0,2,1,4,1,5,5,5,5,5,1,1,1,1,1,5,3,2.7206322860652836,0,0,TurkishAngora
Less than 1 year,2,Apartment without balcony,Urban,0,2,2,2,2,5,4,4,2,2,3,3,3,2,3,3,3,2.0,0,0,European
Less than 1 year,2,House in a subdivision,Rural,0,2,1,3,4,4,3,5,4,5,3,4,4,3,5,4,5,3.0,0,0,European
2-10 years,2,House in a subdivision,Periurban,1,2,2,3,3,4,4,1,5,2,1,1,1,3,3,4,1,2.0,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,3,4,4,4,4,4,1,1,2,3,2,1,2,1.8980542894407137,0,0,Birman
2-10 years,3,Apartment without balcony,Rural,0,2,1,5,1,5,5,5,5,5,1,1,1,1,1,5,2,1.462893458181452,0,0,Sphynx
1-2 years,4,House in a subdivision,Rural,0,3,3,4,4,5,4,3,4,3,2,1,3,2,1,2,1,2.8908903682342504,0,0,Savannah
Less than 1 year,1,House in a subdivision,Periurban,0,2,2,5,3,4,4,4,2,4,4,1,2,3,4,5,5,1.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,2,1,3,4,4,4,4,2,2,2,2,2,2,4,3,1.5048448818930178,0,0,Savannah
1-2 years,4,House in a subdivision,Rural,0,3,1,1,2,5,5,4,5,4,1,1,4,2,3,3,1,1.2691325247963556,0,0,Bengal
Less than 1 year,3,House in a subdivision,Periurban,1,2,1,4,2,4,4,4,5,4,2,1,2,2,1,4,1,2.697939498165205,0,0,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,4,1,4,4,4,5,4,1,1,2,1,2,4,2,2.0,0,0,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Rural,1,2,4,4,3,4,4,3,4,3,1,1,1,3,2,4,1,1.1319456774677072,0,0,Siamese
Less than 1 year,1,Apartment without balcony,Periurban,0,2,2,3,3,4,3,4,5,4,2,2,2,2,2,3,2,1.5151736824068127,0,0,Ragdoll
2-10 years,4,Apartment with balcony or terrace,Periurban,0,2,1,4,1,5,4,4,4,3,1,1,3,1,2,4,3,2.0,0,0,NoBreed
2-10 years,2,House in a subdivision,Rural,1,2,2,4,3,4,4,4,4,4,3,3,3,3,4,3,2,3.0,1,1,TurkishAngora
2-10 years,5,Apartment without balcony,Rural,0,2,1,2,1,4,1,2,4,4,2,1,1,1,1,3,3,2.0,0,0,Sphynx
2-10 years,2,House in a subdivision,Rural,0,2,3,2,2,4,4,4,2,1,2,1,1,1,1,2,1,1.3962420189026588,0,0,Bengal
2-10 years,4,Apartment with balcony or terrace,Periurban,1,2,1,1,1,4,4,3,4,2,1,4,4,4,4,1,1,1.9552363127234789,0,0,Savannah
2-10 years,5,Apartment with balcony or terrace,Periurban,0,2,1,2,1,5,4,4,4,5,1,3,4,3,3,4,2,2.0,0,0,Siamese
More than 10 years,1,House in a subdivision,Periurban,2,2,4,4,2,4,4,2,4,3,2,1,4,3,1,3,2,2.5965171337876027,0,1,MaineCoon
Less than 1 year,1,Individual house zone,Rural,0,2,4,4,3,3,4,4,4,4,3,1,1,3,2,4,4,3.0,0,0,Persian
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,3,2,2,4,5,5,4,3,1,2,2,2,3,3,4,2.0,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,1,2,3,4,4,2,4,4,1,1,3,3,4,4,2,1.9927324944024727,0,0,Sphynx
2-10 years,3,House in a subdivision,Rural,2,1,5,4,3,5,5,3,5,4,2,1,3,1,2,3,3,3.0,0,0,European
Less than 1 year,4,Individual house zone,Rural,1,2,1,3,1,4,2,4,4,4,1,1,2,1,1,3,1,2.9823121903867427,0,0,Chartreux
2-10 years,1,Individual house zone,Rural,1,1,2,3,3,3,2,2,3,2,3,1,2,3,2,3,2,3.0,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Rural,0,3,4,3,5,5,5,5,4,1,4,1,1,1,1,1,4,1.1267499409455355,0,0,Persian
2-10 years,1,House in a subdivision,Periurban,0,2,2,3,2,5,4,4,5,5,2,1,3,2,1,3,2,2.5540972936232516,0,0,Sphynx
Less than 1 year,1,House in a subdivision,Rural,0,2,3,4,3,4,4,5,4,4,3,3,3,3,3,4,4,2.0,0,0,Birman
1-2 years,2,Individual house zone,Rural,2,2,1,3,3,4,4,4,4,3,2,2,2,3,3,4,4,3.0,1,1,European
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,2,4,3,5,5,5,5,3,3,1,3,3,2,2,3,2.0,0,0,Birman
2-10 years,1,Apartment without balcony,Rural,0,2,1,4,1,5,4,5,5,5,2,1,1,1,2,4,2,2.0066630626413717,0,1,TurkishAngora
2-10 years,2,Individual house zone,Rural,0,3,4,4,3,5,5,4,5,2,4,3,4,2,3,3,4,2.0,0,0,European
2-10 years,1,Individual house zone,Periurban,0,2,3,5,3,5,3,5,5,2,1,1,2,3,1,5,3,2.1765280320055083,0,0,Birman
1-2 years,2,House in a subdivision,Rural,2,2,3,4,1,4,4,4,4,3,4,1,1,1,1,2,1,2.09348628055542,1,1,BritishShorthair
2-10 years,2,House in a subdivision,Rural,0,3,3,4,2,5,3,3,5,4,1,1,3,1,3,4,3,2.488643190404666,0,0,Birman
Less than 1 year,1,House in a subdivision,Rural,1,2,3,5,1,4,4,3,4,3,3,1,4,4,1,2,4,2.026366974497252,0,0,Persian
1-2 years,2,Individual house zone,Rural,3,1,4,3,2,4,4,3,3,1,2,2,3,2,4,2,1,3.0,2,4,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,3,4,4,4,2,1,1,1,1,3,4,2.0,0,0,BritishShorthair
Less than 1 year,1,Apartment without balcony,Rural,0,2,3,2,3,5,4,4,5,4,2,1,3,3,2,2,3,3.0,0,0,Savannah
1-2 years,1,Individual house zone,Rural,2,2,1,4,4,5,4,4,5,4,2,1,1,2,2,4,3,3.0,3,3,NoBreed
2-10 years,2,Apartment without balcony,Rural,0,2,2,2,2,4,2,2,3,2,2,1,1,1,1,2,2,1.7478716040922286,0,0,Savannah
Less than 1 year,2,Apartment with balcony or terrace,Urban,0,2,4,4,2,4,4,4,4,4,2,1,3,2,2,4,2,1.3742967671397928,0,0,TurkishAngora
Less than 1 year,1,Individual house zone,Periurban,0,2,5,4,3,4,5,4,1,1,4,2,4,3,4,4,5,2.0,0,0,NoBreed
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,4,3,4,2,4,5,5,1,3,2,3,4,5,5,1.0,0,0,Ragdoll
Less than 1 year,2,Apartment without balcony,Urban,0,2,1,2,1,4,2,4,5,5,1,1,2,1,2,4,3,2.0,0,0,Birman
1-2 years,2,House in a subdivision,Periurban,0,2,2,1,1,4,3,3,4,3,1,1,1,1,2,3,3,2.535358101842661,0,0,Savannah
2-10 years,2,Individual house zone,Rural,0,2,4,4,2,4,2,2,4,2,3,1,1,1,1,4,4,1.1554692739299697,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,5,3,1,5,3,5,5,3,1,1,1,1,1,1,1,2.0,0,0,European
2-10 years,1,Apartment with balcony or terrace,Periurban,1,2,5,4,2,2,4,4,4,3,2,4,3,2,2,4,2,1.0,0,1,Bengal
2-10 years,2,Individual house zone,Rural,2,2,1,4,3,5,5,4,5,4,2,1,4,3,2,4,2,3.0,0,2,Chartreux
More than 10 years,1,Apartment without balcony,Urban,0,3,1,4,2,4,4,3,5,5,3,2,3,2,4,3,2,2.0,0,0,European
Less than 1 year,4,Apartment with balcony or terrace,Periurban,0,2,2,4,1,5,4,4,5,5,2,1,1,1,1,4,3,1.0,0,0,Chartreux
1-2 years,3,Apartment without balcony,Rural,1,2,1,4,1,5,3,4,5,5,3,1,1,1,1,3,1,2.299293297984737,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Rural,0,3,3,3,3,5,5,4,5,3,2,1,2,3,2,3,3,2.1152820212472845,0,0,Savannah
2-10 years,4,Individual house zone,Rural,3,2,4,4,2,4,4,4,2,2,4,2,4,3,2,2,2,3.0,1,1,European
2-10 years,1,House in a subdivision,Rural,0,2,3,1,3,5,5,5,4,2,3,3,4,3,4,4,4,3.0,0,0,Bengal
1-2 years,1,Apartment without balcony,Periurban,0,2,1,2,1,4,3,3,4,4,1,2,2,1,3,4,4,2.2471032340101464,0,0,Sphynx
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,2,3,4,4,3,4,3,4,4,1,3,3,3,3,3,1.5779639404493127,0,0,Siamese
1-2 years,2,House in a subdivision,Rural,0,3,1,4,1,5,2,5,5,5,1,1,1,1,1,4,4,1.4626797856696063,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,0,2,1,4,1,4,5,5,5,3,4,3,1,1,4,4,3,2.0,0,0,Persian
Less than 1 year,1,Apartment without balcony,Periurban,2,2,4,3,4,4,4,3,4,4,5,1,3,3,3,3,4,2.53661925178438,1,0,Siamese
2-10 years,4,Apartment with balcony or terrace,Rural,2,2,1,1,1,4,4,3,4,2,1,3,3,4,3,1,1,2.0,0,0,Savannah
More than 10 years,3,House in a subdivision,Rural,3,3,1,4,1,5,5,5,4,4,4,1,3,3,1,1,3,3.0,4,4,European
1-2 years,1,Apartment without balcony,Rural,0,2,3,3,1,1,1,1,1,3,1,1,1,1,3,3,2,1.9775306916798825,0,0,Birman
2-10 years,1,House in a subdivision,Urban,1,2,1,3,1,4,4,4,2,3,3,1,3,2,2,4,1,1.2417368040709773,0,0,Birman
2-10 years,1,Apartment without balcony,Urban,1,2,3,2,2,3,3,2,3,2,2,3,3,4,4,3,2,2.2976456805831518,0,0,NoBreed
2-10 years,3,Apartment without balcony,Periurban,1,2,1,5,3,5,3,4,5,5,4,1,1,1,3,5,3,1.0,1,2,European
2-10 years,1,Individual house zone,Periurban,4,1,4,4,3,4,4,4,2,2,4,1,1,3,1,4,2,2.0,1,1,BritishShorthair
2-10 years,5,Individual house zone,Rural,1,2,1,2,1,5,4,5,5,5,1,1,5,3,3,5,1,3.0,0,2,European
2-10 years,1,House in a subdivision,Rural,1,2,5,4,5,4,4,4,3,3,4,1,1,1,1,1,1,1.9974049756163534,0,0,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,1,3,1,5,4,4,5,5,2,1,1,1,2,3,4,1.0,0,0,Sphynx
1-2 years,4,House in a subdivision,Periurban,0,2,4,3,2,5,5,4,4,2,3,1,1,1,1,2,1,3.0,0,0,MaineCoon
1-2 years,1,Apartment without balcony,Urban,0,2,1,5,2,5,4,4,5,4,2,1,2,1,1,1,1,1.9508635622504102,0,0,Sphynx
2-10 years,1,Apartment without balcony,Rural,0,2,4,2,3,5,5,5,5,3,1,1,2,3,2,2,4,2.5984197635745128,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Urban,2,2,1,5,3,5,5,5,5,4,4,1,1,3,1,1,5,2.0,1,0,NoBreed
Less than 1 year,2,House in a subdivision,Periurban,1,2,3,3,2,3,3,3,4,1,4,1,1,1,3,2,4,3.0,2,3,NoBreed
1-2 years,2,House in a subdivision,Rural,0,2,3,1,2,3,4,4,5,4,1,3,4,2,4,4,4,2.7787365260895855,0,0,Bengal
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,4,1,5,4,5,5,5,3,2,2,1,3,4,2,2.0,0,2,TurkishAngora
2-10 years,1,Apartment without balcony,Urban,0,2,2,4,2,4,3,3,5,4,2,3,3,2,3,3,4,1.0,0,0,Persian
1-2 years,1,House in a subdivision,Urban,0,2,1,2,2,5,5,3,4,5,1,3,4,3,2,4,2,1.8510537736401762,0,0,Sphynx
Less than 1 year,1,Individual house zone,Rural,0,1,4,4,3,4,4,4,4,4,1,1,3,1,1,3,1,3.0,0,0,Birman
Less than 1 year,1,House in a subdivision,Rural,2,2,4,4,1,4,4,4,4,3,1,1,1,1,1,2,4,3.0,2,2,NoBreed
1-2 years,4,House in a subdivision,Rural,2,1,3,2,1,3,4,3,2,1,3,1,3,4,3,3,3,2.0,0,0,Siamese
More than 10 years,1,House in a subdivision,Periurban,1,2,3,4,2,4,4,4,4,4,2,1,1,1,1,4,2,2.0840982244679847,0,0,Siamese
1-2 years,3,House in a subdivision,Rural,0,3,2,2,3,5,3,3,4,3,2,1,1,2,1,2,2,2.1318391959484533,0,0,Savannah
2-10 years,1,Apartment without balcony,Periurban,0,2,1,4,2,4,4,4,4,2,3,1,3,1,1,4,2,2.8801709979823538,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,2,1,3,5,5,5,4,4,3,3,3,3,4,2,3,2.0,0,0,TurkishAngora
More than 10 years,2,House in a subdivision,Periurban,0,2,1,5,2,5,4,5,5,5,1,1,1,2,1,4,1,3.0,0,0,Persian
1-2 years,2,Apartment without balcony,Rural,0,2,2,2,1,3,2,2,3,2,2,1,2,1,1,1,2,1.7618190510219744,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Urban,0,1,3,2,1,4,4,4,4,3,2,2,3,2,3,3,3,2.3850217596588674,0,0,Savannah
2-10 years,1,Individual house zone,Rural,3,2,1,4,1,4,3,4,4,3,2,1,4,3,3,1,1,3.0,3,3,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,4,1,4,4,4,5,4,1,1,2,1,2,4,2,2.0,0,0,TurkishAngora
2-10 years,4,Apartment with balcony or terrace,Rural,0,3,1,3,1,4,4,4,5,4,1,1,2,1,1,4,2,2.0,0,0,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,2,3,1,2,3,5,5,5,5,4,2,1,3,5,3,3,5,1.0,1,1,NoBreed
